更新日期,#genre#
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260306114108&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=113.250.174.165&SecurityKey=20260306114108&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=06161caed55e14d08a30b8e0f0dffc2f&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772768466915&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772768466928&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772768466615V&is_advertise=0&sjid=subsession_1772768467225&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=1e40f5572156f5431b59f6fd39bdc282$IPV4•线路52
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260306114937&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=36.139.100.49&SecurityKey=20260306114937&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=0de460afbd4a61a3ad96811bde306b38&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772768975381&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772768975383&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772768973640V&is_advertise=0&sjid=subsession_1772768975742&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=db7f3ba7547d5e92cb9315adc2e786ea$IPV4•线路53
CCTV1综合,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv1hd265/51/20191230/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=2201057821&pid=2028597139&timestamp=20260306114546&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=58.144.197.34&SecurityKey=20260306114546&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=1a86cc89df9050ae4107f740d9c821cb&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772768744574&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772768744575&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772768742636V&is_advertise=0&sjid=subsession_1772768744892&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=ff6698f5f233ea542ab394bc940bb724$IPV4•线路54
CCTV1综合,http://play.kankanlive.com/live/1698234869325962.m3u8$IPV4•线路55
CCTV1综合,http://migu.shanhaiguanwu.top:80/608807420$IPV4•线路56
CCTV1综合,http://36.136.38.87:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路57
CCTV1综合,http://111.221.137.152:44330/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路58
CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226635/1.m3u8$IPV4•线路59
CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226705/1.m3u8$IPV4•线路60
CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226736/1.m3u8$IPV4•线路61
CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226737/1.m3u8$IPV4•线路62
CCTV1综合,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226694/1.m3u8$IPV4•线路63
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226190/index.m3u8$IPV4•线路64
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226675/index.m3u8$IPV4•线路65
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226721/index.m3u8$IPV4•线路66
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227209/index.m3u8$IPV4•线路67
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226179/index.m3u8$IPV4•线路68
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226759/index.m3u8$IPV4•线路69
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226976/index.m3u8$IPV4•线路70
CCTV1综合,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227010/index.m3u8$IPV4•线路71
CCTV1综合,http://cdnzxrrs.gz.chinamobile.com:6060/PLTV/88888888/224/3221225777/10000100000000060000000000240944_0.smil/index.m3u8$IPV4•线路72
CCTV1综合,http://74.91.26.218:82/live/cctv1hd.m3u8$IPV4•线路73
CCTV2财经,http://59.174.116.93:4022/rtp/239.69.1.102:10250$IPV4•线路1
CCTV2财经,http://114.254.80.164:8888/rtp/239.3.1.60:8084$IPV4•线路2
CCTV2财经,http://123.118.52.208:8686/rtp/239.3.1.60:8084$IPV4•线路3
CCTV2财经,http://221.220.135.222:8012/rtp/239.3.1.60:8084$IPV4•线路4
CCTV2财经,http://114.226.0.210:4022/rtp/239.49.8.130:6000$IPV4•线路5
CCTV2财经,http://114.226.0.210:4022/rtp/239.49.8.50:9802$IPV4•线路6
CCTV2财经,http://114.238.59.116:4000/rtp/239.49.8.130:6000$IPV4•线路7
CCTV2财经,http://114.238.59.116:4000/rtp/239.49.8.50:9802$IPV4•线路8
CCTV2财经,http://114.226.212.154:8787/rtp/239.49.8.130:6000$IPV4•线路9
CCTV2财经,http://114.226.212.154:8787/rtp/239.49.8.50:9802$IPV4•线路10
CCTV2财经,http://220.176.218.207:9000/udp/239.252.220.183:5140$IPV4•线路11
CCTV2财经,http://42.237.152.226:4022/rtp/225.1.4.74:1103$IPV4•线路12
CCTV2财经,http://171.8.194.209:8800/rtp/239.16.20.2:10020$IPV4•线路13
CCTV2财经,http://171.8.138.185:8800/rtp/239.16.20.2:10020$IPV4•线路14
CCTV2财经,http://1.192.240.99:8188/rtp/239.16.20.2:10020$IPV4•线路15
CCTV2财经,http://60.4.29.183:8077/rtp/239.253.92.190:6065$IPV4•线路16
CCTV2财经,http://121.29.169.244:2083/rtp/239.253.92.190:6065$IPV4•线路17
CCTV2财经,http://144.255.16.170:6688/udp/239.21.1.151:5002$IPV4•线路18
CCTV2财经,http://115.171.80.124:1688/rtp/225.1.8.2:8084$IPV4•线路19
CCTV2财经,http://115.171.216.84:4000/rtp/225.1.8.2:8084$IPV4•线路20
CCTV2财经,http://124.114.100.101:6789/rtp/239.112.205.78:5140$IPV4•线路21
CCTV2财经,http://116.9.34.226:4000/udp/239.81.0.115:4056$IPV4•线路22
CCTV2财经,http://106.87.50.96:8888/rtp/235.254.198.52:1484$IPV4•线路23
CCTV2财经,http://223.198.240.151:4000/rtp/239.253.64.195:5140$IPV4•线路24
CCTV2财经,http://106.59.2.73:55555/udp/239.200.200.104:8084$IPV4•线路25
CCTV2财经,http://211.158.35.157:8888/udp/225.0.4.132:7980$IPV4•线路26
CCTV2财经,http://202.107.163.17:5555/udp/238.125.5.20:5140$IPV4•线路27
CCTV2财经,http://183.184.146.232:8003/rtp/226.0.2.154:9144$IPV4•线路28
CCTV2财经,http://113.65.124.202:9527/udp/239.77.1.158:5146$IPV4•线路29
CCTV2财经,http://pull-hls-f11.douyincdn.com/media/stream-118899562654991020.m3u8?arch_hrchy=w1&exp_hrchy=w1&expire=1773218365&major_anchor_level=common&sign=821612d0a7b01fb226f8f39d97d19fc2&t_id=037-20260304163924497A73460AD8D5D628AF-n87Lsu$IPV4•线路30
CCTV2财经,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv2hd265/54/20200407/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500346945&pid=2028597139&timestamp=20260306115207&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=61.141.72.254&SecurityKey=20260306115207&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=c7a11ce678acbc47272dcdf9312cfebc&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772769125865&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772769125867&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772769125794V&is_advertise=0&sjid=subsession_1772769222922&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=3f63c7add105d533dcbbc94c37e781c1$IPV4•线路31
CCTV2财经,http://migu.shanhaiguanwu.top:80/631780532$IPV4•线路32
CCTV2财经,http://36.136.38.87:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$IPV4•线路33
CCTV2财经,http://111.221.137.152:44330/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路34
CCTV2财经,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226739/1.m3u8$IPV4•线路35
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226178/index.m3u8$IPV4•线路36
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226703/index.m3u8$IPV4•线路37
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8$IPV4•线路38
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8$IPV4•线路39
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226177/index.m3u8$IPV4•线路40
CCTV2财经,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226853/index.m3u8$IPV4•线路41
CCTV2财经,http://cdnzxrrs.gz.chinamobile.com:6060/PLTV/88888888/224/3221225706/10000100000000060000000000146027_0.smil/index.m3u8$IPV4•线路42
CCTV2财经,http://74.91.26.218:82/live/cctv2hd.m3u8$IPV4•线路43
CCTV3综艺,http://59.174.116.93:4022/rtp/239.69.1.122:10370$IPV4•线路1
CCTV3综艺,http://114.254.80.164:8888/rtp/239.3.1.172:8001$IPV4•线路2
CCTV3综艺,http://123.118.52.208:8686/rtp/239.3.1.172:8001$IPV4•线路3
CCTV3综艺,http://221.220.135.222:8012/rtp/239.3.1.172:8001$IPV4•线路4
CCTV3综艺,http://114.226.0.210:4022/rtp/239.49.1.3:6000$IPV4•线路5
CCTV3综艺,http://114.238.59.116:4000/rtp/239.49.1.3:6000$IPV4•线路6
CCTV3综艺,http://114.226.212.154:8787/rtp/239.49.1.3:6000$IPV4•线路7
CCTV3综艺,http://220.176.218.207:9000/udp/239.252.219.252:5140$IPV4•线路8
CCTV3综艺,http://220.176.218.207:9000/udp/239.252.220.193:5140$IPV4•线路9
CCTV3综艺,http://42.237.152.226:4022/rtp/225.1.4.158:1194$IPV4•线路10
CCTV3综艺,http://171.8.194.209:8800/rtp/239.16.20.3:10030$IPV4•线路11
CCTV3综艺,http://171.8.138.185:8800/rtp/239.16.20.3:10030$IPV4•线路12
CCTV3综艺,http://1.192.240.99:8188/rtp/239.16.20.3:10030$IPV4•线路13
CCTV3综艺,http://60.4.29.183:8077/rtp/239.253.92.191:6057$IPV4•线路14
CCTV3综艺,http://121.29.169.244:2083/rtp/239.253.92.191:6057$IPV4•线路15
CCTV3综艺,http://144.255.16.170:6688/udp/239.21.2.45:5002$IPV4•线路16
CCTV3综艺,http://115.171.80.124:1688/rtp/225.1.8.88:8000$IPV4•线路17
CCTV3综艺,http://115.171.216.84:4000/rtp/225.1.8.88:8000$IPV4•线路18
CCTV3综艺,http://116.9.34.226:4000/udp/239.81.0.231:4056$IPV4•线路19
CCTV3综艺,http://106.87.50.96:8888/rtp/235.254.198.53:1488$IPV4•线路20
CCTV3综艺,http://223.198.240.151:4000/rtp/239.253.64.244:5140$IPV4•线路21
CCTV3综艺,http://36.49.50.173:8800/rtp/239.37.0.231:5540$IPV4•线路22
CCTV3综艺,http://106.59.2.73:55555/udp/239.200.200.18:9008$IPV4•线路23
CCTV3综艺,http://211.158.35.157:8888/udp/225.0.4.142:7980$IPV4•线路24
CCTV3综艺,http://202.107.163.17:5555/udp/238.125.5.21:5140$IPV4•线路25
CCTV3综艺,http://183.184.146.232:8003/rtp/226.0.2.208:9576$IPV4•线路26
CCTV3综艺,http://113.65.124.202:9527/udp/239.77.0.169:5146$IPV4•线路27
CCTV3综艺,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/2018/ocn/cctv3hd/2000/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500212864&pid=2028597139&timestamp=20260306115126&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=61.141.72.254&SecurityKey=20260306115126&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=ZQ-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=aac2b13d3424a1652caed0c858b5134e&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772769084731&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772769084732&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772769084546V&is_advertise=0&sjid=subsession_1772769087566&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=42ac5066796cdbb9978ccbdb8142a5ef$IPV4•线路28
CCTV3综艺,http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub$IPV4•线路29
CCTV3综艺,http://migu.shanhaiguanwu.top:80/624878271$IPV4•线路30
CCTV3综艺,http://111.221.137.152:44330/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$IPV4•线路31
CCTV3综艺,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226720/1.m3u8$IPV4•线路32
CCTV3综艺,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227215/index.m3u8$IPV4•线路33
CCTV3综艺,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227402/index.m3u8$IPV4•线路34
CCTV3综艺,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226201/index.m3u8$IPV4•线路35
CCTV3综艺,http://39.135.16.142:6060/PLTV/88888888/224/3221226008/372609400.smil/index.m3u8$IPV4•线路36
CCTV3综艺,http://74.91.26.218:82/live/cctv3hd.m3u8$IPV4•线路37
CCTV4中文国际,http://59.174.116.93:4022/rtp/239.69.1.138:10466$IPV4•线路1
CCTV4中文国际,http://114.254.80.164:8888/rtp/239.3.1.105:8092$IPV4•线路2
CCTV4中文国际,http://123.118.52.208:8686/rtp/239.3.1.105:8092$IPV4•线路3
CCTV4中文国际,http://221.220.135.222:8012/rtp/239.3.1.105:8092$IPV4•线路4
CCTV4中文国际,http://114.226.0.210:4022/rtp/239.49.8.131:6000$IPV4•线路5
CCTV4中文国际,http://114.238.59.116:4000/rtp/239.49.8.131:6000$IPV4•线路6
CCTV4中文国际,http://114.226.212.154:8787/rtp/239.49.8.131:6000$IPV4•线路7
CCTV4中文国际,http://220.176.218.207:9000/udp/239.252.220.184:5140$IPV4•线路8
CCTV4中文国际,http://42.237.152.226:4022/rtp/225.1.5.30:1333$IPV4•线路9
CCTV4中文国际,http://171.8.194.209:8800/rtp/239.16.20.4:10040$IPV4•线路10
CCTV4中文国际,http://171.8.138.185:8800/rtp/239.16.20.4:10040$IPV4•线路11
CCTV4中文国际,http://1.192.240.99:8188/rtp/239.16.20.4:10040$IPV4•线路12
CCTV4中文国际,http://60.4.29.183:8077/rtp/239.253.92.251:6141$IPV4•线路13
CCTV4中文国际,http://121.29.169.244:2083/rtp/239.253.92.251:6141$IPV4•线路14
CCTV4中文国际,http://144.255.16.170:6688/udp/239.21.1.154:5002$IPV4•线路15
CCTV4中文国际,http://115.171.80.124:1688/rtp/225.1.8.4:8092$IPV4•线路16
CCTV4中文国际,http://115.171.216.84:4000/rtp/225.1.8.4:8092$IPV4•线路17
CCTV4中文国际,http://124.114.100.101:6789/rtp/239.112.205.202:5140$IPV4•线路18
CCTV4中文国际,http://116.9.34.226:4000/udp/239.81.0.96:4056$IPV4•线路19
CCTV4中文国际,http://106.87.50.96:8888/rtp/235.254.198.183:7980$IPV4•线路20
CCTV4中文国际,http://223.198.240.151:4000/rtp/239.253.64.196:5140$IPV4•线路21
CCTV4中文国际,http://106.59.2.73:55555/udp/239.200.200.128:8652$IPV4•线路22
CCTV4中文国际,http://211.158.35.157:8888/udp/225.0.4.176:7980$IPV4•线路23
CCTV4中文国际,http://202.107.163.17:5555/udp/238.125.1.67:5140$IPV4•线路24
CCTV4中文国际,http://183.184.146.232:8003/rtp/226.0.2.156:9160$IPV4•线路25
CCTV4中文国际,http://113.65.124.202:9527/udp/239.77.1.163:5146$IPV4•线路26
CCTV4中文国际,http://hlsztemgsplive.miguvideo.com:8080/migu/kailu/cctv4hd265/51/20191230/01.m3u8?msisdn=c51d5bdf7da3f733f5f7fec9903f7fae&mdspid=&spid=699004&netType=4&sid=5500346947&pid=2028597139&timestamp=20260306114957&Channel_ID=0116_2600031500-99000-200300140100004&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=58.144.197.107&SecurityKey=20260306114957&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-9.2.2-RELEASE&userid=&jmhm=&videocodec=h265&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&mtv_session=f9135801208c43df1f123e12f6cbf84f&sv=10004&ct=android&playUrlSsn=c51d5bdf7da3f733f5f7fec9903f7fae1772768995254&prlId=c51d5bdf7da3f733f5f7fec9903f7fae1772768995256&jid=c51d5bdf7da3f733f5f7fec9903f7fae1772768994853V&is_advertise=0&sjid=subsession_1772768995510&HlsSubType=1&HlsProfileId=1&nphaid=0&encrypt=788d074ee7a9f0358e65b8b4b8da2544$IPV4•线路27
CCTV4中文国际,http://migu.shanhaiguanwu.top:80/631780421$IPV4•线路28
CCTV4中文国际,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226725/1.m3u8$IPV4•线路29
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226176/index.m3u8$IPV4•线路30
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226692/index.m3u8$IPV4•线路31
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226899/index.m3u8$IPV4•线路32
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227324/index.m3u8$IPV4•线路33
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226189/index.m3u8$IPV4•线路34
CCTV4中文国际,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226741/index.m3u8$IPV4•线路35
CCTV4中文国际,http://cdnzxrrs.gz.chinamobile.com:6060/PLTV/88888888/224/3221225779/10000100000000060000000000240942_0.smil/index.m3u8$IPV4•线路36
CCTV4中文国际,http://74.91.26.218:82/live/cctv4hd.m3u8$IPV4•线路37
CCTV5体育,http://59.174.116.93:4022/rtp/239.69.1.123:10376$IPV4•线路1
CCTV5体育,http://114.254.80.164:8888/rtp/239.3.1.173:8001$IPV4•线路2
CCTV5体育,http://123.118.52.208:8686/rtp/239.3.1.173:8001$IPV4•线路3
CCTV5体育,http://221.220.135.222:8012/rtp/239.3.1.173:8001$IPV4•线路4
CCTV5体育,http://114.226.0.210:4022/rtp/239.49.1.5:6000$IPV4•线路5
CCTV5体育,http://114.238.59.116:4000/rtp/239.49.1.5:6000$IPV4•线路6
CCTV5体育,http://114.226.212.154:8787/rtp/239.49.1.5:6000$IPV4•线路7
CCTV5体育,http://220.176.218.207:9000/udp/239.252.219.198:5140$IPV4•线路8
CCTV5体育,http://220.176.218.207:9000/udp/239.252.219.236:5140$IPV4•线路9
CCTV5体育,http://42.237.152.226:4022/rtp/225.1.4.159:1195$IPV4•线路10
CCTV5体育,http://171.8.194.209:8800/rtp/239.16.20.53:10530$IPV4•线路11
CCTV5体育,http://171.8.138.185:8800/rtp/239.16.20.53:10530$IPV4•线路12
CCTV5体育,http://1.192.240.99:8188/rtp/239.16.20.53:10530$IPV4•线路13
CCTV5体育,http://60.4.29.183:8077/rtp/239.253.92.181:6046$IPV4•线路14
CCTV5体育,http://121.29.169.244:2083/rtp/239.253.92.181:6046$IPV4•线路15
CCTV5体育,http://144.255.16.170:6688/udp/239.21.2.46:5002$IPV4•线路16
CCTV5体育,http://115.171.80.124:1688/rtp/225.1.8.89:8000$IPV4•线路17
CCTV5体育,http://115.171.216.84:4000/rtp/225.1.8.89:8000$IPV4•线路18
CCTV5体育,http://124.114.100.101:6789/rtp/239.112.205.222:5140$IPV4•线路19
CCTV5体育,http://116.9.34.226:4000/udp/239.81.0.232:4056$IPV4•线路20
CCTV5体育,http://106.87.50.96:8888/rtp/235.254.198.54:1492$IPV4•线路21
CCTV5体育,http://223.198.240.151:4000/rtp/239.253.64.245:5140$IPV4•线路22
CCTV5体育,http://36.49.50.173:8800/rtp/239.37.0.232:5540$IPV4•线路23
CCTV5体育,http://106.59.2.73:55555/udp/239.200.200.20:9016$IPV4•线路24
CCTV5体育,http://211.158.35.157:8888/udp/225.0.4.143:7980$IPV4•线路25
CCTV5体育,http://202.107.163.17:5555/udp/238.125.5.22:5140$IPV4•线路26
CCTV5体育,http://183.184.146.232:8003/rtp/226.0.2.209:9584$IPV4•线路27
CCTV5体育,http://113.65.124.202:9527/udp/239.77.0.170:5146$IPV4•线路28
